"comm_code","comm_name","hh_tot","hh_reg","totpop","males","females","density","urban","fheads","sexratio","avg_hs","malbl15","mal1019","mal1564","mal65ov","fembl15","fem1019","fem1564","fem65ov","popbl15","pop1019","pop1564","pop65ov","fem1549","totmed","malmed","femmed","dependency","cw_ratio","buddhist","muslim","christian","oth_rel","smam_t","smam_m","smam_f","t_nevmar","t_married","t_widow","t_divsep","m_nevmar","m_married","m_widow","m_divsep","f_nevmar","f_married","f_widow","f_divsep","t_lit15","m_lit15","f_lit15","t_attend","m_attend","f_attend","m_noeduc","m_pnc","m_prim","m_lowsec","m_sec","m_high","f_noeduc","f_pnc","f_prim","f_lowsec","f_sec","f_high","m25_no","m25_pnc","m25_prim","m25_ls","m25_sec","m25_high","f25_no","f25_pnc","f25_prim","f25_ls","f25_sec","f25_high","m_see","m_speak","m_hear","m_move","m_mental","f_see","f_speak","f_hear","f_move","f_mental","t_active","m_active","f_active","t_primsec","t_secsec","t_tersec","m_primsec","m_secsec","m_tersec","f_primsec","f_secsec","f_tersec","t_uer","m_uer","f_uer","d_own","d_rent","d_free","d_oth","l_city","l_gen","l_cg","l_kero","l_cand","l_batt","l_oth","f_fire","f_char","f_keros","f_lpg","f_elec","f_none","f_oth","t_not","t_sew","t_sep","t_pit","t_oth","w_piped","w_tubed","w_protect","w_unprot","w_rain","w_spring","w_bought","w_other","wl_within","wl_near","wl_away","area","note","last_update"
"080504","Peam Reang","1401","1399","6679","3310","3369","129.6","0","18.7","98.2","4.8","1166","920","1982","162","1108","798","2059","202","2274","1718","4041","364","1697","21","19.5","22.8","65.3","391.3","6667","11","1","0","24.1","25.2","22.9","32","61","4.1","2.8","37.4","60.1","1.4","1","26.9","61.9","6.6","4.6","70.99","79.8","62.63","25.76","27.22","24.33","50","1194","679","320","20","4","47","1201","499","215","11","1","27","534","308","167","18","3","30","632","153","77","8","1","10","4","5","20","5","16","2","6","14","8","64.95","64.98","64.91","91.6","0.78","7.62","91.65","0.88","7.47","91.56","0.69","7.75","0.96","1.03","0.89","1364","0","29","6","41","24","3","201","2","1127","1","1391","1","0","5","0","1","1","795","46","170","351","37","9","379","11","45","5","842","93","15","263","501","635","51.5462","","2014-03-28 17:48:52"
"140705","Peam Ro","1494","1487","6982","3413","3569","400.4","0","30.7","95.6","4.7","1202","936","2102","109","1139","909","2235","195","2341","1845","4337","304","1868","20.6","19.5","21.9","61","346.9","6873","9","99","1","23.9","25.2","22.6","34.2","60.1","4.4","1.3","38.1","60.2","1","0.6","30.6","60","7.5","1.9","78.13","85.75","71.19","32.29","33.99","30.69","132","945","667","674","47","40","140","1086","590","473","32","13","64","323","343","355","31","26","90","452","292","194","19","7","46","10","7","9","0","45","6","15","10","3","54.58","58.19","51.19","60.28","5.51","34.21","56.69","6.33","36.98","64.13","4.63","31.24","1.15","0.88","1.44","1446","12","28","1","230","12","12","216","4","1013","0","1267","143","0","66","0","11","0","1130","293","57","6","1","38","863","37","8","1","539","1","0","429","871","187","17.4367","","2014-03-28 17:48:52"
"141306","Pean Roung","3144","3141","12549","5853","6696","207.5","0","53.6","87.4","4","2337","1470","3306","210","2226","1306","4124","346","4563","2776","7430","556","3474","21.1","18.4","23.1","68.9","427.5","12544","2","0","3","22.1","23.2","21.2","23.8","67.2","6.6","2.4","28.3","68.8","2","0.9","20.3","65.9","10.2","3.5","63.99","78.67","52.44","25.42","30.36","21.17","26","2137","1079","459","11","1","31","2203","717","221","4","1","14","986","497","273","8","1","22","1130","205","108","3","1","14","9","10","47","12","27","5","2","44","11","67.12","62.66","70.92","96.63","0.55","2.83","94.99","0.87","4.14","97.86","0.3","1.83","0.14","0.13","0.15","3069","3","65","4","32","6","2","875","6","2220","0","3035","10","84","3","0","8","1","2986","39","53","54","9","73","2982","11","35","1","31","2","6","2189","728","224","60.4856","","2014-03-28 17:48:52"
"050514","Peang Lvea","1456","1449","7542","3583","3959","227.1","0","23.1","90.5","5.1","1420","876","2034","129","1265","899","2512","182","2685","1775","4546","311","2101","20.4","18.5","21.8","65.9","373.6","7529","2","11","0","23.9","24","23.8","30.3","60.4","6.5","2.9","32.2","65.2","1.5","1.1","28.7","56.6","10.5","4.3","85.2","91.22","80.36","29.1","33.64","25.09","17","1261","971","369","13","1","29","1524","979","229","6","0","4","518","484","204","8","0","20","767","366","122","3","0","13","6","3","43","8","18","6","4","18","4","66.69","63.51","69.46","79.24","16.35","4.41","83.78","8.03","8.19","75.63","22.97","1.41","0.35","0.43","0.3","1442","0","7","0","13","9","5","703","0","718","1","1428","1","5","13","2","0","0","1350","47","50","1","1","0","173","16","6","0","1254","0","0","151","246","1052","33.2062","","2014-03-28 17:48:52"
"040507","Peani","1527","1521","7183","3445","3738","333","0","26","92.2","4.7","1178","870","2130","137","1126","840","2377","235","2304","1710","4507","372","1950","22","20.2","23.8","59.4","362.6","7170","6","7","0","25.1","26.4","24.1","34.6","57.7","6.1","1.7","39.6","58.7","1.1","0.7","30.2","56.9","10.4","2.6","76.57","83.37","70.67","27.77","30.46","25.35","27","1032","830","453","56","20","33","1211","773","348","26","2","20","435","395","254","47","15","25","640","321","170","13","2","14","3","5","36","10","16","4","2","21","12","66.99","66.25","67.65","83.59","3.93","12.48","80.66","4.19","15.15","86.12","3.71","10.17","1.01","1.85","0.27","1489","19","12","1","176","10","28","1041","1","264","1","1453","32","9","22","0","4","1","1160","24","332","4","1","72","178","126","896","7","92","6","144","638","457","426","21.5731","","2014-03-28 17:48:52"
"040108","Pech Changvar","810","808","3623","1626","1997","65","0","33.5","81.4","4.5","608","415","958","60","643","437","1225","129","1251","852","2183","189","982","21.2","19.1","23.7","66","391","3621","2","0","0","23.1","23.6","22.9","31.2","54.1","12.5","2.2","35.4","62.3","1.9","0.5","28.1","47.9","20.5","3.5","74.87","84.48","67.65","32.06","36.86","28.21","2","636","357","137","7","1","1","796","333","92","2","0","2","293","176","41","7","1","0","438","150","11","2","0","7","1","3","16","4","2","0","3","10","1","66.21","62.97","68.79","97.49","0.25","2.27","94.97","0.58","4.44","99.32","0.43","0.68","0.29","0.23","0.34","804","0","3","1","19","0","0","747","1","40","1","802","1","0","3","1","0","1","777","9","16","6","0","9","4","105","684","0","3","0","3","476","231","101","55.749","","2014-03-28 17:48:52"
"021102","Pech Chenda","3169","3164","14858","7602","7256","105.6","0","15.6","104.8","4.7","2649","1966","4862","91","2386","1746","4748","122","5035","3712","9610","213","4175","20.1","19.6","20.5","54.6","424.7","14659","120","61","18","23.3","24.6","21.9","31.6","64.2","2.6","1.6","36.7","62.3","0.4","0.5","26.4","66.2","4.8","2.6","74.57","82.23","66.78","21.29","23.1","19.41","104","2493","1477","873","56","14","109","2506","1074","371","17","5","52","983","799","600","45","7","67","1088","423","233","13","0","55","13","9","116","12","50","7","11","26","20","69.04","71.82","66.17","72.23","2.91","24.86","69.77","3.8","26.43","74.98","1.91","23.11","1.98","2.03","1.92","2656","262","241","5","1625","239","120","738","112","329","1","1332","1637","6","162","19","8","0","1769","756","235","259","145","492","846","192","434","178","506","512","4","846","1206","1112","140.674","tentative boundary","2014-03-28 17:48:52"
"210502","Pech Sar","1744","1741","8046","3958","4088","142.9","0","26.9","96.8","4.6","1469","1144","2328","161","1366","914","2461","261","2835","2058","4789","422","1992","20.6","18.4","23.5","68","391.1","8046","0","0","0","24","24.9","22.9","29.1","62.8","5.8","2.4","35.9","62.4","0.9","0.8","22.8","63.2","10.2","3.8","73.42","85.3","62.56","32.77","37.08","28.65","13","1207","988","590","33","10","20","1300","770","239","16","2","8","511","501","245","20","7","16","637","333","95","8","0","10","5","6","28","13","14","7","8","25","11","59.89","57.24","62.41","94.74","0.63","4.63","92.06","0.57","7.37","97.09","0.68","2.23","0.34","0.31","0.36","1700","3","36","2","25","8","0","756","1","941","10","1696","6","14","24","0","1","0","1518","167","48","6","2","23","888","19","158","113","532","2","6","512","644","585","56.303","","2014-03-28 17:48:52"
"050304","Pechr Muni","1080","1077","5203","2430","2773","327.2","0","28.4","87.6","4.8","904","636","1443","83","950","641","1658","165","1854","1277","3101","248","1400","20.1","18.8","21.6","67.8","417.9","5189","14","0","0","23.4","23.8","23","30.3","62.3","4.8","2.6","33.8","64.4","0.9","0.9","27.4","60.6","8.1","3.9","63.18","77.98","50.8","25.21","28.69","22.16","36","761","520","225","3","0","28","786","403","85","2","0","17","289","235","144","2","0","17","282","125","49","1","0","17","0","4","52","6","17","4","5","28","3","67.93","64.37","71.01","81.95","14.57","3.48","87.31","7.62","5.08","77.74","20.02","2.23","0.2","0.08","0.3","1052","1","24","0","28","4","1","555","5","484","0","1066","0","2","7","0","2","0","991","61","18","4","3","5","791","185","35","0","24","37","0","130","551","396","15.9024","","2014-03-28 17:48:52"
"080811","Peuk","1623","1582","8504","4075","4429","593.1","0","21.7","92","5.2","1317","961","2627","131","1280","1064","2987","162","2597","2025","5614","293","2595","21.2","21","21.4","51.5","346.1","8459","7","19","19","24.1","24.7","23.6","34.1","58.4","4.8","2.7","35.5","62.3","1.1","1.1","32.9","55.1","8","4.1","88.18","93.73","83.33","24.57","27.53","21.89","11","1063","1173","780","67","70","12","1441","1244","455","32","18","7","449","609","423","48","43","10","715","475","184","16","10","9","5","1","8","3","5","3","3","8","1","66.18","66.57","65.82","38.5","39.76","21.74","36.46","34.56","28.98","40.36","44.46","15.18","0.69","0.79","0.59","1524","42","16","0","252","200","517","88","11","514","0","1314","167","4","90","0","7","0","726","203","640","11","2","33","384","45","62","12","259","784","3","345","415","822","14.3376","","2014-03-28 17:48:52"
"030906","Peus Muoy","1713","1713","6975","3205","3770","253.7","0","34.9","85","4.1","1297","924","1770","138","1264","1001","2273","233","2561","1925","4043","371","1886","19.3","17.4","21.1","72.5","406.7","712","6256","7","0","22.5","23.7","21.6","26.4","64","6.7","2.9","30.3","67.4","1.6","0.7","23.4","61.4","10.6","4.6","62.46","75.1","52.83","30.32","34.02","27.25","68","1443","449","132","6","1","102","1402","389","80","1","1","51","615","144","45","5","1","80","547","47","11","0","1","9","4","4","22","13","23","9","7","14","15","61.42","61.27","61.55","89.93","2.88","7.18","88.17","4.05","7.78","91.4","1.92","6.68","3.05","2.5","3.5","1317","15","378","3","40","19","6","734","1","912","1","1694","8","1","5","0","5","0","1465","46","187","15","0","423","101","174","359","1","17","637","1","528","375","810","27.4948","","2014-03-28 17:48:52"
"030907","Peus Pir","1148","1146","5205","2447","2758","147.4","0","27","88.7","4.5","950","619","1368","129","922","567","1594","242","1872","1186","2962","371","1262","23.2","19.5","26.2","75.7","432.6","4454","751","0","0","25.9","28.1","24.1","29.5","61.1","8.4","1","33.3","63.7","2.5","0.5","26.5","59","13.1","1.4","83.53","89.98","78.27","31.52","35.93","27.67","15","1175","469","198","6","4","30","1282","469","133","2","0","13","662","190","92","2","1","26","837","172","52","2","0","22","4","9","13","14","21","7","6","2","13","59.93","61.14","58.88","82.67","2.48","14.85","81.59","3.25","15.16","83.64","1.79","14.57","0.08","0.08","0.07","1043","5","89","9","10","12","66","449","4","605","0","1126","4","1","12","0","3","0","897","76","138","33","2","12","309","45","761","0","1","18","0","196","395","555","35.3024","","2014-03-28 17:48:52"
"220502","Ph'av","830","828","4126","2154","1972","8.8","0","13.4","109.2","5","920","618","1207","27","829","500","1115","28","1749","1118","2322","55","979","16.8","16.5","17.2","77.7","598.6","4117","6","3","0","22.2","23.6","20.6","28.6","66.6","2.9","1.9","34.9","63.6","0.6","0.9","21.7","69.9","5.4","3","67.27","77.8","55.91","27.05","28.98","24.91","20","921","252","111","1","0","17","701","160","49","0","0","13","333","89","90","0","0","15","225","44","36","0","0","10","2","3","32","6","6","0","0","4","2","67.84","66.02","69.87","91.81","0.41","7.79","87.13","0.7","12.17","96.76","0.09","3.15","0.98","0.78","1.19","791","3","31","3","15","37","6","406","4","360","0","575","249","0","4","0","0","0","759","31","12","25","1","29","375","135","235","1","48","4","1","246","308","274","470.174","","2014-03-28 17:48:52"
"030106","Ph'av","1643","1632","7386","3522","3864","460.5","0","28.7","91.1","4.5","1214","930","2141","167","1152","910","2501","211","2366","1840","4642","378","2086","21.9","20.2","23.3","59.1","347.6","7382","2","1","1","24.8","26.2","23.5","32.9","57.6","6.4","3.1","36.4","59.5","2.3","1.9","30.1","55.9","9.8","4.2","82.45","90.38","75.7","32.52","35.63","29.75","11","1107","893","638","36","24","23","1336","822","461","10","5","10","475","459","368","30","13","18","736","349","172","6","0","13","5","2","23","7","12","2","1","17","9","60.64","60.59","60.68","56.61","4.89","38.5","52.46","7.97","39.57","60.33","2.14","37.54","0.88","0.33","1.37","1494","29","77","32","644","25","7","260","4","690","2","1413","115","6","92","2","3","1","972","196","441","20","3","70","88","146","797","18","68","439","6","360","640","632","16.0402","","2014-03-28 17:48:52"
"040303","Ph'er","1221","1205","6543","3369","3174","2821.1","100","27","106.1","4.8","897","875","2402","70","870","779","2135","169","1767","1654","4537","239","1799","22.7","22.3","23.1","44.2","259","6389","36","101","17","27.2","28.9","24.9","41","51.1","5.2","2.6","46.2","49.8","1.7","2.3","35.5","52.5","9","3","88.23","90.57","85.72","33.79","35.71","31.71","12","742","890","907","123","69","40","848","768","706","60","25","6","334","449","471","84","47","36","433","382","333","34","15","11","6","1","27","6","15","4","3","8","4","55.33","61.28","48.92","17.93","18.89","63.18","20.82","16.29","62.89","14.33","22.12","63.55","6.87","10.09","2.53","1046","70","78","11","892","8","29","162","1","113","0","785","342","3","70","4","0","1","306","218","664","12","5","68","930","53","79","0","5","63","7","920","226","59","2.31928","","2014-03-28 17:48:52"
"060403","Phan Nheum","1127","1123","5462","2577","2885","49.1","0","23.2","89.3","4.8","1139","724","1368","70","1103","758","1680","102","2242","1482","3048","172","1423","17.7","16","19.6","79.2","460.3","5462","0","0","0","23.6","24.6","23.2","31.5","59.4","6.5","2.6","33.1","63.9","2.3","0.7","30.2","55.8","9.9","4.2","47.7","62.1","36.08","27.99","30.47","25.86","8","1113","221","76","1","1","12","964","169","36","1","0","4","421","89","44","1","0","5","323","20","12","1","0","13","3","2","19","10","13","1","2","16","7","54.78","55.23","54.4","96.2","0.53","3.27","93.76","0.87","5.37","98.34","0.23","1.44","0.4","0.26","0.53","1099","1","21","2","11","15","0","845","1","251","0","1116","0","4","1","0","2","0","1107","6","2","8","0","5","9","32","1074","0","2","1","0","317","232","574","111.137","","2014-03-28 17:48:52"
"060206","Phat Sanday","1162","1116","5864","2961","2903","26","0","12.2","102","5.1","1111","761","1800","50","1125","709","1673","105","2236","1470","3473","155","1456","18.6","18.6","18.6","68.8","520.6","5824","35","5","0","24","24.9","22.9","34.4","60.6","3.8","1.2","38.9","59.5","0.9","0.7","29.6","61.8","6.8","1.8","57.14","65.14","48.82","19.3","18.62","20","24","1105","337","72","7","1","28","959","176","43","2","0","15","535","165","54","4","1","15","412","59","26","0","0","6","2","3","10","3","5","3","3","8","1","70.88","75.88","65.7","93.04","0.41","6.55","93.8","0.38","5.82","92.13","0.46","7.41","0.41","0.38","0.45","904","188","22","2","14","73","2","242","2","782","1","1094","12","2","3","0","5","0","489","9","6","310","302","7","11","1","11","5","1080","1","0","342","580","194","225.437","","2014-03-28 17:48:52"
"030303","Phdau Chum","1583","1577","7550","3507","4043","191.7","0","41.4","86.7","4.7","1300","928","2058","149","1218","987","2590","235","2518","1915","4648","384","2146","21.1","19.3","22.8","62.4","313.1","7517","2","30","1","24.3","25.3","23.5","32.3","58.5","7.1","2.1","35.5","61.8","1.9","0.8","29.8","55.9","11.1","3.2","64.07","78.52","52.78","31.55","35.39","28.37","8","1226","825","318","6","6","12","1420","562","178","1","0","6","463","430","144","1","5","10","608","141","42","0","0","10","3","8","21","4","28","7","4","11","4","64.37","61.41","66.81","94.29","0.57","5.14","93.01","1.16","5.84","95.25","0.12","4.62","0.14","0.06","0.21","1544","8","23","2","35","11","1","506","2","1022","0","1553","1","5","15","0","2","1","1417","92","60","8","0","66","1032","21","136","49","93","155","25","471","552","554","39.3755","","2014-03-28 17:48:52"
"050104","Pheakdei","1360","1358","6057","2982","3075","150.6","0","22.3","97","4.4","1301","823","1591","90","1182","738","1762","131","2483","1561","3353","221","1488","18","16.5","20.3","80.6","465.1","6057","0","0","0","22.6","23.7","21.7","26.7","66.3","4.7","2.2","31.4","66.7","1.2","0.7","22.6","65.9","7.9","3.6","56.52","70.14","44.43","27.72","29.56","25.96","34","1221","247","132","5","0","13","1037","189","36","2","0","12","542","117","80","5","0","8","415","45","21","1","0","10","6","0","29","4","3","1","3","11","0","59.17","57.88","60.4","96.93","0.84","2.23","95.46","0.35","4.18","98.26","1.29","0.45","0.17","0.28","0.06","1341","0","9","8","22","2","1","772","8","553","0","1344","5","1","2","0","4","2","1349","4","3","2","0","14","779","38","71","4","452","0","0","65","507","786","40.2199","","2014-03-28 17:48:52"
"050105","Pheari Mean Chey","1690","1687","7639","3741","3898","360.5","0","24.4","96","4.5","1481","1078","2109","151","1390","912","2295","213","2871","1990","4404","364","1896","19.4","17.6","21.9","73.5","421.9","7639","0","0","0","23.4","24.3","22.4","28.5","63.9","5.7","2","35.2","62.8","1.2","0.8","22.4","64.8","9.7","3.1","69.69","83.63","57.14","31.35","35.67","27.22","17","1390","764","396","4","6","9","1474","433","178","0","2","7","512","339","236","2","6","5","595","136","127","0","1","13","6","3","41","7","5","4","1","25","4","62.67","58.75","66.38","92.82","0.84","6.33","90.24","1.26","8.5","94.96","0.5","4.54","0.42","0.87","0.05","1673","2","12","0","82","4","13","975","3","610","0","1566","4","101","14","0","1","1","1414","92","17","162","2","27","410","100","200","4","882","46","18","155","418","1114","21.1895","","2014-03-28 17:48:52"
"010801","Phkoam","2047","2043","9276","4580","4696","104.6","0","17","97.5","4.5","1792","1404","2701","87","1625","1247","2930","141","3417","2651","5631","228","2535","18.7","17.4","20.1","64.7","384.6","9253","1","22","0","21.9","22.5","21.3","27.8","66.6","4.1","1.5","31.7","66.6","0.9","0.8","24.2","66.5","7.1","2.1","61.61","74.78","49.66","26.06","29.42","22.84","12","1875","795","228","11","1","16","1565","570","106","1","0","10","824","225","97","9","1","12","569","87","15","1","0","21","4","6","24","8","15","2","2","6","7","69.56","67.05","71.98","97.72","0.29","1.99","96.4","0.35","3.25","98.89","0.24","0.86","0.13","0.15","0.1","1999","2","40","2","18","25","30","1705","1","264","0","1972","41","12","12","0","4","2","1961","30","41","11","0","16","83","57","8","3","1876","0","0","60","276","1707","88.6794","","2014-03-28 17:48:52"
"120504","Phleung Chheh Roteh","1120","1117","5284","2557","2727","547.4","0","26.3","93.8","4.7","833","616","1638","86","762","576","1832","133","1595","1192","3470","219","1525","22.6","21.4","23.8","52.3","353.4","5248","0","36","0","24.1","25.1","23.3","31.5","58.4","6.3","3.8","35.4","61.7","1.1","1.8","28.1","55.5","10.8","5.6","93.06","97.39","89.26","30.35","34.99","26.08","13","627","764","618","40","40","29","920","774","408","15","10","9","267","398","364","28","25","25","539","372","200","11","1","14","1","3","10","7","12","1","1","11","5","63.53","62.84","64.16","61.11","24.78","14.1","61.73","16.47","21.79","60.55","32.28","7.17","0.31","0.07","0.52","1092","13","12","0","274","107","268","89","17","362","0","870","173","6","63","0","4","1","348","270","492","4","3","6","419","80","76","15","191","323","7","520","204","393","9.65257","","2014-03-28 17:48:52"
"020703","Phlov Meas","1212","1205","5722","2857","2865","48.7","0","34.1","99.7","4.7","1088","654","1706","63","1062","694","1707","96","2150","1348","3413","159","1463","19.4","19.5","19.4","67.7","505.1","5709","11","2","0","23.1","24.6","21.7","28.8","65.5","4.2","1.6","31.9","65.5","1.2","1.3","25.7","65.4","7.1","1.8","62.4","72.98","52.02","22.79","22.57","23.01","22","920","492","210","11","1","25","878","324","100","5","0","12","347","266","161","9","1","12","271","109","59","2","0","13","0","4","76","8","18","0","0","16","6","64.51","70.53","58.62","87.2","1.05","11.75","83.64","0.75","15.61","91.43","1.4","7.17","1.82","1.47","2.24","1094","9","101","1","18","35","5","905","2","240","0","1169","24","3","5","0","3","1","1009","60","41","95","0","3","329","27","177","9","621","39","0","89","410","706","117.396","","2014-03-28 17:48:52"
"040404","Phlov Tuk","381","379","1943","998","945","10.1","0","7.1","105.6","5.1","435","234","546","17","385","240","539","21","820","474","1085","38","472","17.3","17.2","17.4","79.1","605.9","1929","13","0","1","23.2","24.6","21.6","30.6","67.9","0.9","0.5","34.5","65","0","0.5","26.8","70.9","1.8","0.5","40.78","46.89","34.64","6.35","6.37","6.32","16","211","62","13","3","0","14","172","39","7","0","0","3","127","45","10","3","0","6","87","21","6","0","0","3","0","0","1","0","4","0","0","2","1","56.85","59.44","54.1","97.91","1.49","2.09","97.86","1.93","2.14","97.96","1.07","2.04","1.15","0.21","2.24","379","0","0","0","4","23","10","123","0","219","0","376","1","0","2","0","0","0","375","0","0","1","3","4","3","0","0","0","372","0","0","135","244","0","192.912","","2014-03-28 17:48:52"
"190103","Phluk","253","252","1309","661","648","3.7","0","11.1","102","4.9","255","172","382","24","236","171","386","26","491","343","768","50","323","19.4","19.6","19.3","70.4","455.1","1308","1","0","0","23.2","24.7","21.5","28.9","64.5","4.5","2.1","31.8","65","2.5","0.7","26","64.1","6.6","3.4","39.85","50.74","29.13","21.74","21.3","22.18","2","137","61","32","0","1","1","97","46","16","0","0","0","77","33","24","0","1","0","37","8","9","0","0","5","2","0","2","2","1","0","3","0","0","66.76","67.69","65.83","95.27","0.31","4.73","92.8","0.39","7.2","97.81","0.22","2.19","0.13","0","0.27","244","0","7","1","3","7","2","232","0","7","1","248","1","0","1","0","2","0","248","0","4","0","0","0","68","1","0","0","183","0","0","3","138","111","355.656","","2014-03-28 17:48:52"
"090202","Phnhi Meas","176","175","761","378","383","3.5","0","28.6","98.7","4.3","113","85","255","10","133","87","242","8","246","172","497","18","214","20.4","22","19.4","53.1","443.9","761","0","0","0","21.9","23.1","21","27.4","68.7","1.7","2.1","30.9","66.4","0.8","1.9","23.6","71.2","2.8","2.4","71.07","74.72","67.2","21.17","21.21","21.12","27","192","21","9","0","0","20","172","24","3","0","0","15","87","16","4","0","0","11","72","15","1","0","0","0","0","1","1","1","0","0","0","0","0","75.35","77.16","73.48","91.56","1.27","7.17","92.71","1.21","6.07","90.31","1.32","8.37","1.25","1.2","1.3","171","1","3","0","4","6","3","161","0","1","0","18","150","5","2","0","0","0","168","5","1","1","0","2","3","5","165","0","0","0","0","12","45","118","216.424","","2014-03-28 17:48:52"
"010606","Phniet","845","841","4079","1987","2092","99.1","0","20.5","95","4.8","687","544","1230","70","693","484","1273","126","1380","1028","2503","196","1031","20.9","20","22.5","63","383.1","4078","0","1","0","24.9","26.7","23.1","34.1","57.4","6.3","2.2","39.8","56.7","2.1","1.5","28.8","58","10.3","2.9","80.62","86.85","74.84","29.35","31.58","27.26","8","780","460","209","25","1","6","853","407","122","18","1","6","344","217","110","22","1","4","427","180","55","13","0","14","0","3","22","3","14","1","6","8","4","63.47","63.29","63.64","78.07","11.96","9.98","74.77","11.32","13.91","81.17","12.55","6.28","0.27","0.28","0.26","812","6","20","3","10","7","1","561","1","261","0","779","54","1","5","0","1","1","701","52","85","3","0","2","13","2","0","16","807","0","1","51","505","285","41.1674","","2014-03-28 17:48:52"
"120801","Phnom Penh Thmei","7831","7290","38657","18792","19865","1880.1","100","21.6","94.6","5","5001","4253","13411","380","4590","4739","14596","679","9591","8992","28007","1059","13075","22.3","22.3","22.3","38","245.9","38316","76","253","12","26.3","27.3","25.4","42.7","52.5","3.1","1.7","44.6","53.8","0.7","0.8","40.9","51.3","5.3","2.5","92.47","96.01","89.27","29.36","33.65","25.37","555","3815","4148","5513","543","1100","530","5326","4932","4288","294","522","205","1471","2048","3259","357","749","306","2522","2278","2126","151","243","137","83","28","46","30","134","59","13","35","16","55","60.72","49.68","4.74","45.23","50.03","5.07","35.49","59.43","4.36","56.54","39.1","7.02","6.01","8.16","5348","1659","272","11","6752","85","42","107","22","88","194","2260","2069","42","2715","89","112","3","649","2677","3851","104","9","4580","223","129","48","16","45","2246","3","4817","976","1497","20.5607","","2014-03-28 17:48:52"
"021101","Phnom Proek","1068","1066","4897","2469","2428","28.3","0","24.3","101.7","4.6","841","666","1591","37","800","648","1578","50","1641","1314","3169","87","1336","19.6","19.5","19.6","54.5","441.6","4865","22","10","0","22.6","24.5","20.6","33.1","61.5","3.5","1.9","38","60.6","0.9","0.4","28.1","62.3","6.1","3.4","72.36","82.13","62.59","21.75","22.89","20.6","24","909","456","214","11","3","20","856","321","81","4","1","9","417","201","111","8","2","13","396","98","36","3","0","15","3","3","46","1","6","0","2","12","0","72.75","72.44","73.08","95","0.37","4.63","93.72","0.66","5.62","96.31","0.07","3.63","0.13","0.2","0.07","951","9","103","3","493","26","41","386","38","82","0","601","428","1","35","1","0","0","707","104","248","6","1","21","567","41","82","34","321","0","0","309","524","233","173.313","tentative boundary","2014-03-28 17:48:52"
"080906","Phnum Bat","1972","1968","9808","4777","5031","295.6","0","23.2","95","5","1812","1241","2766","199","1719","1118","3048","264","3531","2359","5814","463","2534","20.1","18.7","21.5","68.7","445.5","9799","6","2","1","24.5","25.5","23.6","33.7","58.1","4.8","3.3","38.1","59","1.3","1.6","29.8","57.4","7.9","5","78.57","88.6","69.6","28.9","32.58","25.42","54","1673","1131","536","36","26","64","1861","884","264","14","5","31","753","528","255","23","9","47","971","294","79","3","2","25","4","7","57","4","29","5","9","39","7","66.29","62.87","69.51","84.24","10.5","5.26","84.27","6.61","9.11","84.21","13.8","1.99","0.61","0.84","0.41","1939","2","25","2","49","42","5","505","3","1362","2","1942","4","5","10","0","7","0","1471","147","292","58","0","56","51","22","32","3","1331","472","1","153","386","1429","33.1745","","2014-03-28 17:48:52"
"010306","Phnum Dei","1616","1612","7385","3388","3997","124.4","0","31.2","84.8","4.6","1336","1016","1957","95","1338","1005","2471","188","2674","2021","4428","283","2061","19.6","17.8","20.9","66.8","374.6","7367","2","14","2","24","24.7","23.5","31.5","60.6","6.3","1.5","34.3","63.2","1.8","0.7","29.3","58.7","9.9","2.2","64.76","78.56","54.12","36.28","40.78","32.51","21","1160","812","333","35","1","17","1191","639","290","18","0","6","491","284","146","21","0","10","501","131","55","8","0","10","2","3","58","7","9","5","1","22","15","60.41","58.02","62.42","94.49","0.97","4.53","90.78","1.45","7.77","97.38","0.61","2.01","0.11","0.06","0.14","1580","5","22","5","47","7","1","641","1","915","0","1586","12","2","9","0","3","0","1506","26","75","4","1","133","102","89","56","8","1224","0","0","162","99","1351","59.3869","","2014-03-28 17:48:52"
"210407","Phnum Den","1585","1576","7474","3597","3877","379.1","0","17.6","92.8","4.7","1257","854","2163","177","1256","838","2383","238","2513","1692","4546","415","1967","21.7","20.9","22.8","64.4","364","7470","3","0","1","23.9","24.5","23.4","28.6","64","4.9","2.5","30.9","66.8","1.3","1","26.4","61.6","8.1","3.9","62.21","77.35","48.68","27.11","30.16","24.28","54","952","864","429","10","10","76","911","628","170","0","0","35","418","439","231","8","10","50","378","203","49","0","0","6","4","2","10","4","5","2","0","6","2","59.83","61.59","58.19","89.87","1.89","8.25","88.17","1.95","9.88","91.54","1.82","6.65","0.47","0.26","0.67","1547","4","21","4","922","6","0","496","3","149","0","1272","180","2","112","1","0","9","1151","134","278","11","2","304","162","100","549","23","240","197","1","372","259","945","19.7137","","2014-03-28 17:48:52"
