"old_shape_id","map_id","developer","adjustment_classification","dev_nationality","dev_address","intended_purpose","inv_intention","contract_duration_years","original_size_hectare","size_reference","contracting_authority","director","director_nationality","contract_date","sub_decree_granting_date","province","district","commune","municipality","land_conv","legal_documents","land_utilization_plan","eia_status","data_classification","reference","last_update","language","published_status"
"60","elc_gdc_88","Crops & Land Development (Cambodia)","No evidence of adjustment","Chinese","52 St. 294, Sangkat Boeung Keng Kang 1, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Rubber;Acacia","70","7200","MAFF","MAFF","Mao Wenjun","Chinese","2008-12-08","Not found","Kratie","Sambor","Sre Chis","Not found","Not found","<ul> <li>Application for investment no. 17/2008 dated 22 May 2007 by company</li> <li>Minute dated 27 June 2008 on study and evaluation on the land concession.</li> <li>Letter No. 3778/394 KSK.NP.PK dated 23 July 2008 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 7,200 hectares located in Srae Chis Commune, Sambo District, Kratie Province.</li> <li>Letter No. 995 SCN dated 25 July 2008 by Council Minister.</li> <li>Letter No. 3855/400 KSK.NP.PK dated 31 July 2008 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 7,200 hectares.</li> <li>Letter No. 65 SBT dated 01 August 2008 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 08 December 2008 with Ministry of Agriculture, Forestry, and Fisheries.</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crops_Land_Development_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crops_Land_Development__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crops_Land_Development_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crops_Land_Development__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"28","elc_gdc_33","Crystal Agro Co. Ltd.","No evidence of adjustment","Thai","157 St. 128, Sangkat Mittakpheap, Khan Prampir Meakkakra, Phnom Penh, Cambodia","Agro-industry; Processing factory","Cassava;Acacia;Sugarcane;Teak;Other crops;Processing plant","70","8000","MAFF","MAFF","Suwit Witchawut","Thai","2006-07-17","Not found","Oddar Meanchey","Samraong","Not found","Not found","Not found","<ul> <li>Letter No. 2124 KSK dated 28 April 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 10,000 hectares located in Samrong District, Uddor Meanchey Province for investment in Cassava and Agro-industry plantation.</li> <li>Minute dated 11 April 2006 on study and evaluation on 10,000 hectares of land concession located in 10,000 hectares located in Samrong District, Uddor Meanchey Province for investment in Cassava and Agro-industry plantation.</li> <li>Letter No. 708 SCN dated 04 May 2006 by Council Minister on the principle approval for 8,000 hectares of land concession located in 10,000 hectares located in Samrong District, Uddor Meanchey Province for investment in Cassava and Agro-industry plantation.</li> <li>Letter No. 2289 KSK dated 08 May 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 8,000 hectares of land concession.</li> <li>Letter No. 60 SBT dated 11 May 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Receipt No. 30339 dated 22 June 2006 by National Bank of Cambodia.</li> <li>Signed the contract on 17 July 2006 with Ministry of Agriculture, Forestry, and Fisheries</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crystal_Agro_Company__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crystal_Agro_Company_Limited__17.07.2006.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crystal_Agro_Company__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Crystal_Agro_Company_Limited__17.07.2006.pdf;</ul>","2015-10-05 00:00:00","English","1"
"62","elc_gdc_90","CXPB Development","No evidence of adjustment","Cambodian","184, 186 E0 St. 128, Sangkat Mittakpheap, Khan Prampi Makara, Phnom Penh, Cambodia","Agro-industry","Rubber","70","8202","MAFF","MAFF","Chhay Kim Pak","Cambodian","2010-01-29","Not found","Kratie","Prek Prasab","Chroy Banteay","Not found","Not found","<ul> <li>Application for investment dated 22 November 2007 by company</li> <li>Minute dated 15 February 2008 on study and evaluation on the land concession.</li> <li>Letter No. 510 SCN dated 11 April 2008 by Council Minister. </li> <li>Letter No. 82 SBT dated 31 August 2009 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 29 January 2010 with Ministry of Agriculture, Forestry, and Fisheries.</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/CXPB_Development_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/CXPB_Development__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/CXPB_Development_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/CXPB_Development__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"49","elc_gdc_74","Dau Tu Saigon-Binh Phuoc (SBK)","No evidence of adjustment","Vietnamese","92, Preah Norodom Boulevard, Sangkat Chakto Mukh, Khan Doun Penh, Phnom Penh, Cambodia","Agro-industry; Processing factory","Rubber;Cassava;Cashew;Processing","70","6436","MAFF","MAFF","Dang Tanh Tam","Vietnamese","2007-07-18","Not found","Kratie","Chet Borei","Thmei;Kantuot","Not found","Not found","<ul> <li>Letter No. 1437 KSK dated 19 March 2007 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 10,000 hectares located in Kratie District, Kratie Province for investment in plantation of rubber, cassava, cashew nut and construct processing factory.</li> <li>Minute dated 29 November 2006 on study and evaluation on the land concession.</li> <li>Letter No. 377 SCN dated 23 March 2007 by Council Minister on the principle approval for 6,436 hectares of land concession.</li> <li>Letter No. 32 SBT dated 04 April 2007 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Paid deposit for contract guarantee.</li> <li>Signed the contract on 18 July 2007 with Ministry of Agriculture, Forestry, and Fisheries.</li> <li>Minute dated 29 November 2006 on study and evaluation on border and concerned area of the land concession 6,436 hectares.</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Doty_Saigon_Binh_Phouc_SBK_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Doty_SaigonBinh__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Rubber_Barons_Lores__09.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Doty_Saigon_Binh_Phouc_SBK_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Doty_SaigonBinh__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Rubber_Barons_Lores__09.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"219","elc_od_287","Dong Nai Kratie Aphivath Caoutchouc Co. Ltd.","No evidence of adjustment","Vietnamese","Not found","Agro-industry","Not found","0","2452","Not found","Not found","Huynh Van Tu","Vietnamese","2010-01-29","Not found","Kratie","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Nai__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Nai__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"222","elc_od_290","Dong Nai Kratie Aphivath Caoutchouc Co. Ltd.","No evidence of adjustment","Vietnamese","Not found","Agro-industry","Not found","0","5179","Not found","Not found","Huynh Van Tu","Vietnamese","2008-07-05","Not found","Kratie","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Nai_Kratie__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Nai_Kratie__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"218","elc_od_286","Dong Phu Kratie Aphivath Caoutchouc Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","5212","Not found","Not found","Nguyen Thanh Hai","Not found","2008-07-05","Not found","Kratie","Not found","Not found","Not found","Not found","","","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"220","elc_od_288","Dong Phu Kratie Aphivath Caoutchouc Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","449","Not found","Not found","Nguyen Thanh Hai","Not found","2010-01-29","Not found","Kratie","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu_Kratie__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu_Kratie__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"221","elc_od_289","Dong Phu Kratie Aphivath Caoutchouc Co. Ltd.","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","2480","Not found","Not found","Nguyen Thanh Hai","Not found","2011-03-07","Not found","Kratie","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu_Kratie_2480__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Dong_Phu_Kratie_2480__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Dung_Phu_&_Dung_Nai__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"234","elc_od_309","Eastern Rubber (Cambodia)","No evidence of adjustment","Vietnamese","Not found","Agro-industry","Rubber","0","10000","MEF","MEF","Hoang The Cuong","Not found","2011-10-24","Not found","Kratie","Snuol;Keo Seima","Not found","Not found","Seima Biodiversity Conservation Area","Not found","Not found","Not found","Government data partial","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Eastern_Rubber_(Cambodia)__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Kratie_Province_09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/The_Phnom_Penh_Post_Eastern_Rubber_(Cambodia)__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Eastern_Rubber_and_MOC_amendment_No_3__17.9.2013.png;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Eastern_Rubber_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Eastern_Rubber_(Cambodia)__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Kratie_Province_09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/The_Phnom_Penh_Post_Eastern_Rubber_(Cambodia)__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Eastern_Rubber_and_MOC_amendment_No_3__17.9.2013.png;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Eastern_Rubber_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;</ul>","2015-10-05 00:00:00","English","1"
"211","elc_od_189","Evergreen Success & Asia Resort","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","2377","Not found","Not found","Not found","Not found","2007-11-03","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Evergreen_Success_&_Asia_Resort__08.04.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Evergreen_Success_&_Asia_Resort__08.04.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"138","elc_gdc_207","Forestry Investment Ltd.","No evidence of adjustment","Not found","30A St.584, Sangkat Boeung Kak 2, Khan Tuol Kork, Phnom Penh","Agro-industry","Teak","0","739","Not found","Not found","Song Jong Won","Not found","Not found","40875","Kampong Speu","Aoral","Reaksmei Samaky","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Forestry_Investments_Ltd_Establishment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Forestry_Investments_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Degree_No_266__28.11.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Forestry_Investments_Ltd_Establishment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Forestry_Investments_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Degree_No_266__28.11.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"22","elc_gdc_27","Global Agricultural Development (Cambodia) Co. Ltd.","No evidence of adjustment","American","1533, National Road 2, Sangkat Chak Angre Krom, Khan Mean Chey, Phnom Penh, Cambodia","Agro-industry; Processing factory","Teak;Other crops;Processing plant","70","9800","MAFF","MAFF","Kwok Lai Ngan Wan","American","2006-03-15","Not found","Kratie","Sambor","Not found","Not found","Not found","<ul> <li>Letter No. 1431 dated 22 December 2005 by Cabinet of Prime Minister on the permission for investment on land concession 10,000 hectares located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> <li>Letter No. 466 KSK dated 31 January 2006 by Ministry of Agriculture, Forestry, and Fisheries, on the request land concession 10,000 hectares located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> <li>Minute dated 13 January 2006 on study and evaluation on 10,000 hectares of land concession located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> <li>Letter No. 227 SCN dated 09 February 2006 by Council Minister on the principle approval for 9,800 hectares of land concession located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> <li>Letter No. 687 KSK dated 10 February 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation for signing contract on 9,800 hectares of land concession.</li> <li>Letter No. 15 SBT dated 17 February 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Receipt No. 13512 dated 15 March 2006 by National Bank of Cambodia.</li> <li>Signed the contract on 15 March 2006 with Ministry of Agriculture, Forestry, and Fisheries</li> <li>Minute dated 24 April 2006 on study, identification of boundary and concerned area of land concession 9,800 hectares located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> <li>Report of study dated 25 April 2006 on identification of boundary and concerned area of land concession 9,800 hectares located in Sambo district, Kratie Province for replantation of Tectona Gandis.</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Agricultural_Development__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Agricultural_Development_Cambodia_Co.Ltd__15.03.2006.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Agricultural_Development__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Agricultural_Development_Cambodia_Co.Ltd__15.03.2006.pdf;</ul>","2015-10-05 00:00:00","English","1"
"24","elc_gdc_29","Global Tech Sdn., Bhd, Rama Khmer International and Men Sarun Friendship","No evidence of adjustment","Cambodian","12Eo Mao Tse Tong Boulevard, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Oil Palm;Coffee;Other crops","70","20000","MAFF","MAFF","Men Sarun","Cambodian","1999-12-21","Not found","Ratanakiri","O'Ya Dav","Not found","Not found","Not found","<ul> <li>Letter No. 150/99 KHP dated 22 July 1998, on proposal for signing contract with Ministry of Agriculture, Forestry and Fisheries on land area of 20,000 hectares located in Ratanakiri Province by Global Tech Sdn, Bhd, Rama Khmer International and Men Sarun Friendship.</li> <li>Letter No. 1453 SCN.PS dated 21 September 1995, Council of Minister, on permission for providing land concession 20,000 hectares located in Ratanakiri Province.</li> <li>Letter No. 549 LAKH dated 15 September 1999, Ratanakiri Provincial Hall.</li> <li>Letter No. 50 SBT dated 08 November 1999, Royal Government of Cambodia.</li> <li>Signed contract with Ministry of Agriculture, Forestry and Fisheries on 21 December 1999.</li> </ul>
","8 years: <ul> <li>year 1: 1,500 hectares</li> <li>year 2: 1,500 hectares</li> <li>year 3: 2,000 hectares</li> <li>year 4: 2,000 hectares</li> <li>year 5: 3,000 hectares</li> <li>year 6: 3,000 hectares</li> <li>year 7: 3,500 hectares</li><li>year 8 : 3,500 hectares</li></ul>
","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Tech_Sdn_Bhd_Rama__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Global_Tech_Sdn_Bhd_Rama__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"179","elc_gdc_251","Golden Farming Investment Co. Ltd.","No evidence of adjustment","Cambodian","Krabey Kom Village, Peam Prathnuoh Commune, Koh Soutin District, Kampong Cham Province, Cambodia","Agro-industry","Unspecified crops;Animal husbandry","70","1009","MAFF","MAFF, Kampong Thom Investment Sub-committee","Chhay Si Kim","Cambodian","2007-01-23","Not found","Kampong Thom","Santuk","Kraya","Not found","Not found","Not found","Not found","[2012] Final","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Faming_Investment__07.09.2007.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Faming_Investment__07.09.2007.pdf;</ul>","2015-10-05 00:00:00","English","1"
"12","elc_gdc_17","Golden Land Development Co. Ltd.","No evidence of adjustment","Taiwanese","242, Russian Federation Boulevard, Sangkat Kakab, Khan Dangkao, Phnom Penh, Cambodia","Agro-industry; Processing factory","Other crops;Processing plant","70","4900","MAFF","MAFF","Chang YI Phine","Taiwanese","2004-03-05","Not found","Kampong Speu","Phnom Sruoch","Treng Trayoung","Not found","Not found","<ul> <li>Minute of field survey on proposal land concession 5,200 hectares in Phnum Sruoch District, Kampong Speu Province by Golden Land Development Co., Ltd.</li> <li>Letter No. 2710/851 KSK.PPK, dated 16 June 2003, Ministry of Agriculture, Forestry and Fisheries on proposal land concession 5,200 hectares for development of Agro-industry crops.</li> <li>Letter No. 774 SCN dated 17 June 2003, Council of Minister, on permission for Agro-industry crops development on land concession 5,200 hectares.</li> <li>Letter No. 51 SBT dated 16 September 2003, Royal Government of Cambodia on delegation of right to Minister of Agriculture, forestry and Fisheries, for signing contract with the company.</li> <li>Signed contract with Ministry of Agriculture, Forestry and Fisheries on 05 March 2004.</li> <li>Letter No. 1121/235 KSK.PPK dated 03 March 2005, Ministry of Agriculture, Forestry and Fisheries, report continuing survey on the area concerned with the people in Phnum Sruoch District, kampong Speu Province.</li> <li>Letter No. 1943/412 KSK.PPK dated 25 April 2005, Ministry of Agriculture, Forestry and Fisheries, on the case of report continuing survey on the land concerned with the people in Phnum Sruoch District, kampong Speu Province.</li> </ul>
","6 years: <ul> <li>year 1: 600 hectars</li> <li>year 2: 700 hectars</li> <li>year 3: 800 hectars</li> <li>year 4: 900 hectars</li> <li>year 5: 900 hectars</li> <li>year 6: 1,000 hectars</li> </ul>","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development_Co.Ltd__04.06.2004.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Golden_Land_Development_Co.Ltd__04.06.2004.pdf;</ul>","2015-10-05 00:00:00","English","1"
"10","elc_gdc_15","Grand Land Agricultural Development (Cambodia) Co. Ltd.","No evidence of adjustment","Chinese","3A St. 271, Sangkat Tuek Thla, Khan Ruessei Kaev, Phnom Penh, Cambodia","Agro-industry","Unspecified crops","70","9854","MAFF","MAFF","An Yang Yin Chang","Chinese","2006-01-23","Not found","Stung Treng","Sesan","Not found","Not found","Not found","<ul> <li>Record dated 17 October 2005 on the field-study of 8,854 hectares ofrequested concession area of GRAND LAND AGRICULTURE DEVELOPMENT Co.,Ltd for Agro-industry</li> <li>Letter No. 6482/1277 begin_of_the_skype_highlighting 6482/1277 end_of_the_skype_highlighting KSK.NP.PK dated 22 December 2005 of Ministry of Agriculture, Forestry, and Fisheries, on the request of 9,854 hectares of concession land inSe San District, Stung Treng Province.</li> <li>Letter No. 1956 SCN dated 28 November 2005 of Council Minister on principle approval of 9,854 hectares of concession land in Se San District, Stung Treng Province.</li> <li>Letter No. 5829 KSK dated 14 November 2005 of Ministry of Agriculture, Forestry, and Fisheries on the request of full power delegation to sing the contract with company for the of 9,854 hectares of concession land in Se San District, Stung Treng Province.</li> <li>Letter No. 99 SBrT dated 28 December 2005 of Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company</li> <li>Signed the contract on 23 January 2006 with Ministry of Agriculture, Forestry, and Fisheries</li> <li>Record dated 10 February 2006 on the identification of border points and the survey of concerning lands in the 9,854 hectares of concession land of GRAND LAND AGRICULTURE DEVELOPMENT Co., Ltd for Trincomali wood and other plantation crops.</li> </ul>
","10 years: <ul> <li>year 1 : 500 hectares</li> <li>year 2 : 1,000 hectares</li> <li>year 3 : 1,000 hectares</li> <li>year 4 : 1,000 hectares</li> <li>year 5 : 1,000 hectares</li> <li>year 6 : 1,000 hectares</li><li>year 7 : 1,000 hectares</li> <li>year 8 : 1,000 hectares</li> <li>year 9 : 1,000 hectares</li><li>year 10 : 1,000 hectares</li></ul>
","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Grand_Land_Agricultural_Development_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Grand_Land_Agricultural_Development__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Grand_Land_Agricultural_Development_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Grand_Land_Agricultural_Development__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
