"map_id","min_name","in_country","address","dir_name","dir_nation","mining_reg","com_web","con_date","issu_minis","con_size_h","duration","inv_intent","commodity","min_status","imp_status","eia_date","eia_status","area_name","province","district","commune","data_class","reference","last_update"
"155","Phou Mady Investment Group","Cambodia","Phum Tonle Bet Leu, Khum Tonle Bet, Tboung Khmum District, Kampong Cham Province","Ann Mady","Cambodian","Not found","Not found","","","Not found","Not found","concession for mining","Not found","Not found","Not found","","Not found","Not found","Svay Rieng","Chantrea","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/2nd_Phnom_Penh_Securities__07.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phou_Mady_Investment_Group_Co_Ltd__22.03.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/2nd_Phnom_Penh_Securities__07.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phou_Mady_Investment_Group_Co_Ltd__22.03.2014.pdf;</ul>","2015-01-20 18:51:17"
"157","Angkor Gold Corp (Siem Pang)","Canada","#216, Preah Norodom Boulevard, Sangkat Tonle Basak, Khan Chamkarmon, Phnom Penh","John-Paul Robert​ Dau","Not found","Not found","http://www.angkorgold.ca/","","","67200","Not found","concession for mining","Not found","Not found","Not found","","Not found","Not found","Stung Treng","Siem Pang; Se​san","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold_Corp.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold_Corp__20.03.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold_Corp.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Angkor_Gold_Corp__20.03.2014.pdf;</ul>","2015-01-20 18:51:17"
"158","Millennium International Group Co. Ltd. (A)","US","#52, St. 606, Sangkat Boeung Kak 2, Khan Tuol Kouk, Phnom Penh","Robert Quang Lam","Not found","Not found","Not found","","","12625","Not found","concession for mining","Not found","Not found","Not found","","Not found","Not found","Pailin; Battambang","Pailin; Samlout","Bar Yakha; Tuol Lvea; Mean Chey; Samlout; Sung","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;</ul>","2015-01-20 18:51:17"
"159","Millennium International Group Co. Ltd. (B)","US","#52, St. 606, Sangkat Boeung Kak 2, Khan Tuol Kouk, Phnom Penh","Robert Quang Lam","Not found","Not found","Not found","","","3975","Not found","concession for mining","Not found","Not found","Not found","","Not found","Not found","Battambang","Samlout","Mean Chey; Samlout","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;</ul>","2015-01-20 18:51:17"
"160","Millennium International Group Co. Ltd. (C)","US","#52, St. 606, Sangkat Boeung Kak 2, Khan Tuol Kouk, Phnom Penh","Robert Quang Lam","Not found","Not found","Not found","","","9400","Not found","concession for mining","Not found","Not found","Not found","","Not found","Not found","Battambang","Samlout; Koas Krala","Kampong Lpov; Chhnal Mean","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Millennium_International_Group_Co_Ltd__22.03.2014.pdf;</ul>","2015-01-20 18:51:17"
"161","Indochine Mining Limited (Koh Pang)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Koh Pang","Ratanak Kiri","Ta Veng; Veun Sai","Koh Pang; Ta Veng Kraom","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"162","Indochine Mining Limited (Kham Dareang)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Kham Dareang","Ratanak Kiri","Ta Veng","Taveng Leu","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"163","Indochine Mining Limited (Stoeung Tapork 2)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Stoeung Tapork 2","Ratanak Kiri","Ta Veng","Taveng Leu","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"164","Indochine Mining Limited (Prek Lang)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Prek Lang","Ratanak Kiri","Ta Veng","Taveng Leu","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"165","Indochine Mining Limited (Paung Peay)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Paung Peay","Stung Treng; Ratanak Kiri","Siem Pang","Santepheap","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"166","Indochine Mining Limited (Ka Chhuk)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Ka Chhuk","Stung Treng; Ratanak Kiri","Siem Pang","Santepheap","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"167","Indochine Mining Limited (Boeung Nging Kang)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Boeung Nging Kang","Stung Treng; Ratanak Kiri","Siem Pang; Veun Sai","Santepheap; Veun Sai","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"168","Indochine Mining Limited (Stoeung Khampa)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Stoeung Khampa","Ratanak Kiri","Ta Veng","Taveng Leu; Ta Veng Kraom","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"169","Indochine Mining Limited (Vieng Kham)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Vieng Kham","Ratanak Kiri","Ta Veng; Veun Sai","Ta Veng Kraom; Koh Pang; Kok Lak","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"170","Indochine Mining Limited (Stoeung Tapork)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Stoeung Tapork","Ratanak Kiri","Ta Veng","Taveng Leu; Ta Veng Kraom","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"171","Indochine Mining Limited (Bor Kham)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Bor Kham","Stung Treng; Ratanak Kiri","Siem Pang; Veun Sai","Santepheap; Veun Sai; Kok Lak","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"172","Indochine Mining Limited (Batak)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","20000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Batak","Ratanak Kiri","Veun Sai","Koh Pang; Kok Lak; Veun Sai","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_limited__25.07.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"173","Indochine Mining Limited (Preak Kousieb)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","24800","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Preak Kousieb","Stung Treng","Siem Pang","Santepheap","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"174","Indochine Mining Limited (Om Smang)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","25200","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Om Smang","Stung Treng; Ratanak Kiri","Sesan; Veun Sai","Sekong; Santepheap; Pa Kalan; Veun Sai; Kok Lak","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"175","Indochine Mining Limited (Sambour)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","30000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Sambour","Kratie; Kampong Thom","Santok; Prek Prasab","Vattanak; Chrouy Banteay; Boeung Lvea","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"176","Indochine Mining Limited (Preak Prasab and Sambour)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","30000","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Preak Prasab and Sambour","Kratie; Kampong Thom","Prek Prasab; Santok","Chrouy Banteay; Boeng Lvea; Saob","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"177","Indochine Mining Limited (Phnom Pros)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","27100","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Phnom Pros","Kratie; Kampong Thom","Sandan; Santok; Sambor","Sochet; Boeung Lvea; Kampong Cham","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"178","Indochine Mining Limited (O&#39;Chos)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","24700","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","O&#39;Chos","Kratie; Kampong Thom","Siem Bouk; Sandan","Boeng Char; Mean Ritth; Sochet; Kampong Cham","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"179","Indochine Mining Limited (Santuk)","Australia","Not found","Not found","Not found","Not found","http://www.indochinemining.com/","","","29200","6 years","concession for mining","Gold; Copper","Not found","Not found","","Not found","Santuk","Kratie","Sambor; Prek Prasab","Kampong Cham; Vattanak","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Mining_Limited__13.09.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Indochine_Presentation__30.10.2010.ppt;</ul>","2015-01-20 18:51:17"
"180","Phi Mining Group (Kratie Project)","US","Not found","Not found","Not found","Not found","Not found","","","Not found","Not found","concession for mining","Gold","Not found","Not found","","Not found","Not found","Kratie","Not found","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phi_Mining_Group_Gold__26.09.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phi_Mining_Group_Gold__26.09.2012.pdf;</ul>","2015-01-20 18:51:17"
"181","Phi Mining Group ( Limestone Stung Treng )","US","Not found","Not found","Not found","Not found","Not found","","","20000","Not found","concession for mining","Limestone","Not found","Not found","","Not found","Not found","Stung Treng","Thalaborivat","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phi_Mining_Group_Limestone__26.09.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Phi_Mining_Group_Limestone__26.09.2012.pdf;</ul>","2015-01-20 18:51:17"
"184","Queens Property and Resource Holding","Singapore","Not found","Not found","Not found","Not found","Not found","","","20000","Not found","concession for mining","Gold","Not found","Not found","","Not found","Dach","Preah Vihear","Sangkum Thmei","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Queens_Property_and_Resources_holdings__01.01.2010.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Queens_Property_and_Resources_holdings__01.01.2010.pdf;</ul>","2015-01-20 18:51:17"
"185","Queens Property and Resource Holding","Singapore","Not found","Not found","Not found","Not found","Not found","","","17000","Not found","concession for mining","Gold","Not found","Not found","","Not found","Not found","Mondul Kiri","Not found","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Queens_Property_and_Resources_holdings__01.01.2010.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Queens_Property_and_Resources_holdings__01.01.2010.pdf;</ul>","2015-01-20 18:51:17"
"187","Renaissance Minerals Limited","Australia","#26, St. 222, Sangkat Boeung Riang, Khan Daun Penh","Justin Albert Tremain","Not found","Not found","http://www.renaissanceminerals.com.au/","","","Not found","Not found","concession for mining","Not found","Not found","Not found","","Not found","Phnom Sruoch","Kratie","Sambor","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;</ul>","2015-01-20 18:51:17"
"188","Renaissance Minerals Limited","Australia","#26, St. 222, Sangkat Boeung Riang, Khan Daun Penh","Justin Albert Tremain","Not found","Not found","http://www.renaissanceminerals.com.au/","","","Not found","Not found","concession for mining","Not found","Not found","Not found","","Not found","Phnom Peam Louk","Kampong Chhnang","Tuek Phos","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;</ul>","2015-01-20 18:51:17"
"189","Renaissance Minerals Limited","Australia","#26, St. 222, Sangkat Boeung Riang, Khan Daun Penh","Justin Albert Tremain","Not found","Not found","http://www.renaissanceminerals.com.au/","","","Not found","Not found","concession for mining","Not found","Not found","Not found","","Not found","Mesam","Mondul Kiri","Pech Chreada","Not found","Secondary source data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals__08.03.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Renaissance_Minerals_Limited__30.01.2014.pdf;</ul>","2015-01-20 18:51:17"
